profit,state,country,property_valuation,gender,owns_car,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,tenure
966.5200000000004,New South Wales,Australia,9.0,Female,Yes,94.0,,Mass Customer,6.0
4979.9400000000005,New South Wales,Australia,10.0,Female,No,28.0,Property,Mass Customer,19.0
2868.16,VIC,Australia,1.0,Female,Yes,20.0,Retail,High Net Worth,18.0
1657.5800000000002,New South Wales,Australia,6.0,Male,No,79.0,Financial Services,Mass Customer,7.0
82.25999999999999,VIC,Australia,8.0,Male,No,37.0,Argiculture,Affluent Customer,8.0
2597.46,New South Wales,Australia,12.0,Female,No,76.0,Manufacturing,Mass Customer,18.0
5988.8600000000015,New South Wales,Australia,11.0,Male,No,11.0,Entertainment,Mass Customer,13.0
3249.0199999999995,New South Wales,Australia,11.0,Female,No,58.0,Health,High Net Worth,13.0
2924.37,New South Wales,Australia,11.0,Female,No,93.0,Property,High Net Worth,19.0
1798.2000000000007,New South Wales,Australia,12.0,Male,Yes,97.0,IT,Mass Customer,18.0
2295.2199999999993,New South Wales,Australia,12.0,Male,Yes,78.0,,Mass Customer,14.0
563.3699999999999,New South Wales,Australia,11.0,Male,No,1.0,,Mass Customer,8.0
2360.0899999999992,New South Wales,Australia,10.0,Male,Yes,75.0,Health,High Net Worth,7.0
3740.7599999999993,New South Wales,Australia,9.0,Male,No,78.0,Financial Services,Mass Customer,8.0
2534.33,VIC,Australia,10.0,Female,Yes,41.0,Property,High Net Worth,7.0
5779.650000000001,VIC,Australia,10.0,Male,Yes,74.0,Health,Mass Customer,14.0
2990.7300000000014,New South Wales,Australia,7.0,Male,No,76.0,Manufacturing,Mass Customer,11.0
5242.410000000001,VIC,Australia,10.0,Male,Yes,69.0,Financial Services,Affluent Customer,17.0
2967.4400000000005,New South Wales,Australia,11.0,Female,No,98.0,Health,Mass Customer,12.0
2976.41,New South Wales,Australia,8.0,Male,Yes,63.0,Retail,Mass Customer,10.0
4902.21,New South Wales,Australia,10.0,Male,No,33.0,Manufacturing,Mass Customer,21.0
3050.809999999999,New South Wales,Australia,9.0,Female,Yes,67.0,Manufacturing,Affluent Customer,8.0
2226.76,New South Wales,Australia,12.0,Male,No,33.0,Manufacturing,Mass Customer,15.0
4911.21,New South Wales,Australia,10.0,Male,Yes,16.0,Financial Services,Mass Customer,10.0
1930.5600000000004,New South Wales,Australia,9.0,Female,No,19.0,Health,Mass Customer,7.0
4557.65,New South Wales,Australia,12.0,Male,No,97.0,Financial Services,Mass Customer,3.0
877.3999999999996,QLD,Australia,10.0,Male,Yes,80.0,Financial Services,Mass Customer,4.0
2589.89,New South Wales,Australia,10.0,Male,No,83.0,Manufacturing,High Net Worth,11.0
2587.0099999999993,New South Wales,Australia,9.0,Male,No,51.0,Manufacturing,Affluent Customer,16.0
913.3199999999997,New South Wales,Australia,12.0,Female,Yes,49.0,Financial Services,Affluent Customer,4.0
5228.970000000001,New South Wales,Australia,8.0,Female,Yes,40.0,Health,Mass Customer,9.0
3475.0400000000004,New South Wales,Australia,11.0,Female,No,25.0,Manufacturing,Mass Customer,1.0
2513.6899999999996,VIC,Australia,8.0,Male,Yes,54.0,Health,High Net Worth,18.0
2343.9700000000003,New South Wales,Australia,12.0,Female,Yes,97.0,Financial Services,Mass Customer,9.0
2557.42,VIC,Australia,11.0,Female,No,4.0,,High Net Worth,3.0
4430.66,QLD,Australia,4.0,Male,Yes,16.0,,Affluent Customer,4.0
2621.55,New South Wales,Australia,9.0,Male,No,23.0,Financial Services,Affluent Customer,1.0
3014.5299999999997,VIC,Australia,1.0,Female,No,65.0,,Mass Customer,2.0
5742.190000000001,New South Wales,Australia,8.0,Female,No,88.0,Retail,High Net Worth,12.0
2200.4800000000005,QLD,Australia,6.0,Male,No,67.0,,Mass Customer,20.0
2195.26,VIC,Australia,10.0,Female,No,10.0,Entertainment,Affluent Customer,8.0
3135.87,VIC,Australia,7.0,Male,No,77.0,Health,Mass Customer,18.0
2447.540000000001,New South Wales,Australia,2.0,Male,Yes,49.0,Manufacturing,Affluent Customer,2.0
6917.34,New South Wales,Australia,9.0,Female,No,75.0,Manufacturing,Mass Customer,15.0
3550.1000000000004,QLD,Australia,2.0,Male,No,43.0,,High Net Worth,19.0
4217.24,New South Wales,Australia,8.0,Male,Yes,9.0,,High Net Worth,9.0
1306.7800000000002,VIC,Australia,8.0,Male,Yes,80.0,Financial Services,High Net Worth,4.0
2892.0900000000006,New South Wales,Australia,10.0,Male,No,82.0,Manufacturing,Mass Customer,15.0
2695.2200000000003,QLD,Australia,4.0,Male,Yes,87.0,Financial Services,Mass Customer,12.0
3245.750000000001,QLD,Australia,1.0,Female,No,85.0,Financial Services,High Net Worth,15.0
4054.249999999999,New South Wales,Australia,5.0,Female,Yes,27.0,Health,High Net Worth,5.0
3303.88,New South Wales,Australia,9.0,Female,No,94.0,Property,Mass Customer,16.0
1096.46,New South Wales,Australia,7.0,Male,Yes,53.0,Health,Mass Customer,3.0
3993.71,QLD,Australia,3.0,Female,No,81.0,Financial Services,Mass Customer,19.0
2193.06,New South Wales,Australia,8.0,Male,Yes,73.0,Property,Mass Customer,12.0
2753.75,QLD,Australia,1.0,Male,Yes,64.0,Financial Services,High Net Worth,19.0
1779.58,New South Wales,Australia,11.0,Male,No,32.0,Manufacturing,Mass Customer,1.0
5494.910000000001,VIC,Australia,6.0,Female,No,57.0,Retail,High Net Worth,8.0
2780.7200000000003,QLD,Australia,3.0,Female,Yes,5.0,Manufacturing,Mass Customer,9.0
803.8900000000003,New South Wales,Australia,10.0,Male,Yes,12.0,Financial Services,Mass Customer,16.0
2946.42,New South Wales,Australia,9.0,Female,Yes,34.0,Telecommunications,Affluent Customer,5.0
3254.0700000000006,QLD,Australia,1.0,Female,No,18.0,IT,Mass Customer,3.0
3543.2,VIC,Australia,9.0,Male,Yes,46.0,Manufacturing,High Net Worth,7.0
1496.4499999999998,New South Wales,Australia,11.0,Male,No,27.0,Property,High Net Worth,10.0
3377.12,VIC,Australia,9.0,Male,Yes,5.0,Financial Services,Affluent Customer,13.0
5161.439999999999,QLD,Australia,6.0,Male,No,1.0,Telecommunications,Affluent Customer,4.0
2699.8999999999987,New South Wales,Australia,3.0,Male,No,9.0,Manufacturing,Mass Customer,2.0
2138.3500000000004,New South Wales,Australia,5.0,Male,Yes,67.0,Financial Services,High Net Worth,10.0
3917.340000000002,New South Wales,Australia,11.0,Male,No,57.0,Health,Affluent Customer,17.0
2474.77,New South Wales,Australia,11.0,Male,Yes,19.0,Argiculture,Mass Customer,11.0
4888.0199999999995,VIC,Australia,8.0,Female,No,71.0,IT,Mass Customer,
3140.2999999999984,QLD,Australia,7.0,Male,No,33.0,Financial Services,Mass Customer,4.0
217.05999999999995,NSW,Australia,7.0,Male,No,34.0,Manufacturing,Mass Customer,8.0
5034.159999999999,NSW,Australia,9.0,Female,Yes,32.0,Health,Mass Customer,10.0
3268.3999999999996,NSW,Australia,12.0,Female,Yes,69.0,,Mass Customer,5.0
2129.34,NSW,Australia,8.0,Female,Yes,41.0,Health,Mass Customer,1.0
2446.51,NSW,Australia,8.0,Male,No,6.0,Financial Services,Affluent Customer,17.0
7290.100000000001,NSW,Australia,10.0,Male,Yes,36.0,Manufacturing,Mass Customer,13.0
1966.8799999999999,VIC,Australia,11.0,Female,No,5.0,Financial Services,Mass Customer,16.0
5522.51,VIC,Australia,8.0,Female,Yes,73.0,Entertainment,Mass Customer,12.0
720.4100000000003,NSW,Australia,6.0,Female,No,90.0,,Mass Customer,11.0
1088.42,NSW,Australia,10.0,Male,No,4.0,Manufacturing,Mass Customer,10.0
3095.369999999999,NSW,Australia,11.0,Female,Yes,23.0,Financial Services,Mass Customer,11.0
381.41999999999985,NSW,Australia,10.0,Male,No,97.0,Financial Services,Affluent Customer,16.0
4627.349999999999,NSW,Australia,10.0,Male,No,99.0,,Affluent Customer,5.0
2935.3700000000003,VIC,Australia,10.0,Male,No,90.0,Health,Affluent Customer,13.0
2614.16,QLD,Australia,4.0,Male,No,5.0,Health,Mass Customer,18.0
459.46000000000015,NSW,Australia,10.0,Male,No,49.0,,Mass Customer,16.0
1329.6099999999997,QLD,Australia,4.0,Male,No,90.0,IT,Mass Customer,15.0
1101.2799999999997,QLD,Australia,6.0,Female,Yes,58.0,Entertainment,High Net Worth,14.0
786.1399999999999,VIC,Australia,6.0,Female,Yes,55.0,Retail,Affluent Customer,1.0
6182.52,NSW,Australia,9.0,Male,Yes,61.0,Argiculture,Mass Customer,12.0
4197.440000000001,VIC,Australia,8.0,Male,No,54.0,Manufacturing,Affluent Customer,6.0
5993.34,NSW,Australia,11.0,Female,Yes,95.0,Health,High Net Worth,17.0
7372.4299999999985,VIC,Australia,4.0,Female,Yes,8.0,IT,Affluent Customer,
696.2599999999998,NSW,Australia,8.0,Male,Yes,20.0,Telecommunications,High Net Worth,5.0
1369.1600000000003,NSW,Australia,9.0,Male,No,80.0,Health,High Net Worth,21.0
5350.670000000001,VIC,Australia,11.0,Female,No,62.0,Manufacturing,Mass Customer,10.0
3248.579999999998,NSW,Australia,8.0,Male,Yes,54.0,Manufacturing,Affluent Customer,6.0
6549.509999999997,NSW,Australia,5.0,Female,No,99.0,Health,Affluent Customer,1.0
7628.240000000001,NSW,Australia,7.0,Female,No,93.0,Health,Mass Customer,12.0
2170.54,NSW,Australia,9.0,Male,No,36.0,Manufacturing,Affluent Customer,5.0
3090.0699999999993,QLD,Australia,8.0,Male,No,39.0,Property,Mass Customer,10.0
3980.1400000000003,VIC,Australia,1.0,Female,No,25.0,Financial Services,High Net Worth,4.0
2184.58,QLD,Australia,4.0,Male,No,2.0,,Affluent Customer,8.0
1814.5900000000001,NSW,Australia,10.0,Male,Yes,23.0,Manufacturing,High Net Worth,6.0
4065.35,NSW,Australia,1.0,Female,No,16.0,Argiculture,Affluent Customer,14.0
3766.870000000001,NSW,Australia,5.0,Female,No,49.0,Manufacturing,Mass Customer,9.0
5409.120000000001,QLD,Australia,7.0,Male,Yes,99.0,Financial Services,Affluent Customer,7.0
3187.8399999999997,NSW,Australia,10.0,Female,No,7.0,Retail,Affluent Customer,3.0
2181.3500000000004,NSW,Australia,11.0,Male,Yes,40.0,Manufacturing,High Net Worth,7.0
3547.6799999999994,VIC,Australia,4.0,Male,Yes,80.0,Property,Mass Customer,13.0
2166.1700000000005,NSW,Australia,9.0,Female,No,46.0,Financial Services,Mass Customer,3.0
3014.8800000000006,NSW,Australia,7.0,Male,No,97.0,,Mass Customer,11.0
2658.87,VIC,Australia,6.0,Female,Yes,54.0,Property,High Net Worth,13.0
5329.979999999999,QLD,Australia,7.0,Male,No,73.0,Financial Services,Affluent Customer,10.0
699.48,QLD,Australia,5.0,Female,No,42.0,Health,Affluent Customer,10.0
834.9399999999999,VIC,Australia,9.0,Male,Yes,22.0,,Affluent Customer,6.0
1519.4700000000003,NSW,Australia,8.0,Female,Yes,2.0,Health,Mass Customer,8.0
2551.499999999999,NSW,Australia,12.0,Male,Yes,13.0,Manufacturing,Mass Customer,12.0
2608.2800000000007,VIC,Australia,7.0,Female,No,4.0,Financial Services,Affluent Customer,10.0
9633.409999999996,NSW,Australia,8.0,Female,No,34.0,Manufacturing,Mass Customer,6.0
3738.000000000001,QLD,Australia,2.0,Male,No,90.0,Manufacturing,High Net Worth,6.0
3651.710000000001,NSW,Australia,9.0,Female,No,32.0,,High Net Worth,5.0
6631.870000000001,QLD,Australia,5.0,Female,No,82.0,Entertainment,Mass Customer,16.0
2650.5300000000007,NSW,Australia,11.0,Female,Yes,61.0,Health,Mass Customer,21.0
7283.860000000001,VIC,Australia,10.0,Male,Yes,7.0,Property,Affluent Customer,19.0
4159.18,VIC,Australia,9.0,Male,Yes,45.0,Manufacturing,Mass Customer,11.0
1295.91,NSW,Australia,9.0,Female,Yes,38.0,Entertainment,Affluent Customer,16.0
1481.119999999999,QLD,Australia,8.0,Male,Yes,71.0,Argiculture,Mass Customer,11.0
6287.29,QLD,Australia,7.0,Male,No,56.0,Financial Services,Mass Customer,5.0
2008.2699999999977,NSW,Australia,11.0,Male,Yes,18.0,Financial Services,Mass Customer,6.0
3816.6499999999996,VIC,Australia,9.0,Female,Yes,98.0,,Mass Customer,14.0
1630.0300000000002,NSW,Australia,10.0,Female,No,9.0,,Mass Customer,7.0
3342.0199999999995,QLD,Australia,4.0,Male,No,57.0,Property,High Net Worth,5.0
3081.0700000000006,QLD,Australia,4.0,Male,Yes,9.0,,Affluent Customer,6.0
2957.029999999999,QLD,Australia,9.0,Male,No,50.0,Property,Mass Customer,18.0
4090.0499999999993,QLD,Australia,3.0,Female,Yes,6.0,Manufacturing,Mass Customer,5.0
1790.4100000000003,NSW,Australia,10.0,Female,No,21.0,IT,Affluent Customer,1.0
8544.5,NSW,Australia,11.0,Male,Yes,13.0,Financial Services,High Net Worth,6.0
2498.84,NSW,Australia,8.0,Male,No,82.0,Health,Mass Customer,6.0
3889.3900000000003,NSW,Australia,8.0,Female,Yes,37.0,Retail,High Net Worth,18.0
3181.4099999999994,VIC,Australia,8.0,Female,Yes,12.0,Financial Services,High Net Worth,7.0
2335.6899999999987,NSW,Australia,8.0,Female,No,63.0,Manufacturing,High Net Worth,16.0
2583.2500000000005,NSW,Australia,11.0,Female,Yes,37.0,Property,High Net Worth,8.0
3447.63,NSW,Australia,7.0,Male,No,9.0,Health,Mass Customer,7.0
4304.11,NSW,Australia,12.0,Female,No,79.0,Manufacturing,High Net Worth,9.0
3865.6800000000007,NSW,Australia,9.0,Female,No,14.0,Manufacturing,Mass Customer,14.0
1428.06,NSW,Australia,7.0,Male,No,89.0,Health,Mass Customer,16.0
4410.070000000001,NSW,Australia,9.0,Male,Yes,13.0,,Affluent Customer,14.0
2461.790000000001,NSW,Australia,7.0,Male,No,2.0,Financial Services,Affluent Customer,17.0
1587.5500000000002,NSW,Australia,10.0,Female,No,84.0,Health,Affluent Customer,13.0
1173.8600000000001,NSW,Australia,11.0,Male,No,96.0,Manufacturing,Mass Customer,20.0
3906.0299999999997,NSW,Australia,10.0,Male,No,99.0,Entertainment,Mass Customer,18.0
3719.75,NSW,Australia,9.0,Female,No,59.0,Manufacturing,High Net Worth,12.0
1811.8399999999997,NSW,Australia,10.0,Male,No,30.0,Property,High Net Worth,19.0
4745.01,NSW,Australia,10.0,Female,No,74.0,Property,High Net Worth,11.0
2344.5200000000004,NSW,Australia,8.0,Male,Yes,48.0,Financial Services,Mass Customer,3.0
3157.5899999999997,VIC,Australia,2.0,Female,No,94.0,Retail,Mass Customer,12.0
2187.090000000001,NSW,Australia,11.0,Male,No,34.0,Property,Mass Customer,13.0
6250.93,NSW,Australia,8.0,Female,No,71.0,Retail,High Net Worth,12.0
4685.819999999999,QLD,Australia,3.0,Female,No,30.0,Health,Mass Customer,15.0
2434.64,NSW,Australia,9.0,Male,No,79.0,Health,Affluent Customer,14.0
3635.04,QLD,Australia,7.0,Male,Yes,18.0,Property,High Net Worth,11.0
3112.57,NSW,Australia,9.0,Male,Yes,54.0,,Mass Customer,14.0
5928.230000000001,NSW,Australia,8.0,Male,No,62.0,Health,Affluent Customer,3.0
1893.0,VIC,Australia,6.0,Male,Yes,49.0,IT,High Net Worth,15.0
1922.8199999999997,VIC,Australia,1.0,Male,No,94.0,Entertainment,Mass Customer,20.0
2558.7,QLD,Australia,5.0,Male,No,17.0,Property,Affluent Customer,8.0
4270.360000000001,NSW,Australia,4.0,Female,Yes,94.0,Manufacturing,High Net Worth,14.0
5203.61,NSW,Australia,10.0,Male,No,57.0,Retail,Affluent Customer,8.0
2213.0200000000004,NSW,Australia,11.0,Female,No,6.0,Financial Services,Affluent Customer,1.0
3174.16,NSW,Australia,10.0,Female,No,63.0,Manufacturing,High Net Worth,9.0
4913.160000000001,NSW,Australia,8.0,Female,Yes,62.0,Financial Services,High Net Worth,13.0
3059.9399999999987,NSW,Australia,7.0,Female,Yes,76.0,Health,Affluent Customer,12.0
2236.129999999999,NSW,Australia,7.0,Male,No,65.0,IT,High Net Worth,9.0
4019.0499999999984,VIC,Australia,1.0,Male,Yes,53.0,Health,Mass Customer,13.0
1210.0,VIC,Australia,2.0,Female,Yes,88.0,Financial Services,Affluent Customer,10.0
2597.64,NSW,Australia,7.0,Female,Yes,39.0,Property,Mass Customer,13.0
1116.1499999999999,NSW,Australia,5.0,Female,Yes,82.0,Health,Mass Customer,1.0
6780.95,NSW,Australia,6.0,Female,No,98.0,Retail,Mass Customer,14.0
7735.970000000001,NSW,Australia,6.0,Female,No,2.0,IT,Mass Customer,5.0
1728.6599999999999,QLD,Australia,2.0,Female,Yes,16.0,Health,High Net Worth,21.0
3650.529999999999,NSW,Australia,1.0,Female,Yes,70.0,Manufacturing,Affluent Customer,19.0
1642.5799999999995,NSW,Australia,10.0,Female,No,24.0,Manufacturing,High Net Worth,9.0
2124.650000000001,NSW,Australia,9.0,Female,Yes,70.0,Health,High Net Worth,3.0
3381.41,NSW,Australia,10.0,Female,Yes,47.0,Health,High Net Worth,22.0
4033.1500000000015,VIC,Australia,9.0,Male,No,74.0,,Mass Customer,8.0
2117.8599999999997,NSW,Australia,10.0,Male,Yes,97.0,Health,High Net Worth,10.0
3476.9400000000005,NSW,Australia,10.0,Female,No,89.0,Health,High Net Worth,7.0
1876.65,NSW,Australia,9.0,Male,No,31.0,Health,Mass Customer,11.0
2692.9099999999994,VIC,Australia,7.0,Male,Yes,74.0,Retail,High Net Worth,18.0
1742.8300000000004,VIC,Australia,10.0,Female,No,69.0,Retail,Affluent Customer,18.0
2337.9900000000002,QLD,Australia,2.0,Female,No,53.0,IT,High Net Worth,
2713.19,NSW,Australia,12.0,Female,No,60.0,Manufacturing,Mass Customer,10.0
1668.85,VIC,Australia,9.0,Male,Yes,55.0,Property,Mass Customer,9.0
4625.209999999999,VIC,Australia,8.0,Female,Yes,38.0,,Mass Customer,17.0
1026.2700000000004,NSW,Australia,4.0,Female,No,51.0,Financial Services,Mass Customer,4.0
3842.0699999999993,VIC,Australia,8.0,Female,Yes,22.0,Retail,Mass Customer,1.0
6519.240000000001,QLD,Australia,8.0,Male,No,54.0,,Mass Customer,19.0
790.0600000000004,NSW,Australia,12.0,Female,Yes,66.0,Health,Mass Customer,14.0
4141.679999999999,NSW,Australia,11.0,Male,No,7.0,Health,High Net Worth,13.0
1107.9499999999998,NSW,Australia,8.0,Female,No,47.0,Financial Services,Mass Customer,22.0
1967.1299999999992,NSW,Australia,6.0,Female,No,69.0,,High Net Worth,15.0
827.1599999999999,QLD,Australia,5.0,Male,Yes,22.0,,Affluent Customer,4.0
2455.93,QLD,Australia,6.0,Female,No,0.0,Manufacturing,Mass Customer,11.0
7360.529999999999,NSW,Australia,11.0,Male,Yes,15.0,,Affluent Customer,5.0
2233.67,NSW,Australia,12.0,Female,Yes,51.0,Financial Services,High Net Worth,8.0
624.1500000000001,QLD,Australia,7.0,Male,Yes,82.0,Argiculture,High Net Worth,11.0
4926.569999999998,NSW,Australia,8.0,Female,No,34.0,Retail,Mass Customer,2.0
3251.419999999999,VIC,Australia,7.0,Male,Yes,38.0,Financial Services,High Net Worth,9.0
2626.74,NSW,Australia,9.0,Female,No,3.0,Manufacturing,Mass Customer,12.0
1737.19,NSW,Australia,9.0,Male,Yes,99.0,Manufacturing,Affluent Customer,11.0
1808.73,QLD,Australia,8.0,Male,No,71.0,Manufacturing,High Net Worth,9.0
5987.060000000002,NSW,Australia,2.0,Female,No,43.0,Health,High Net Worth,10.0
3368.2799999999993,VIC,Australia,7.0,Female,No,42.0,IT,Mass Customer,
605.01,QLD,Australia,6.0,Female,No,63.0,Entertainment,Mass Customer,4.0
3631.6000000000004,NSW,Australia,8.0,Female,Yes,42.0,,Affluent Customer,9.0
1991.9300000000007,VIC,Australia,7.0,Male,Yes,80.0,Manufacturing,Mass Customer,20.0
5509.67,VIC,Australia,8.0,Male,No,39.0,,High Net Worth,5.0
4539.900000000001,NSW,Australia,9.0,Female,Yes,64.0,,Mass Customer,18.0
2515.2900000000004,VIC,Australia,9.0,Male,Yes,34.0,Health,High Net Worth,17.0
3599.1800000000003,NSW,Australia,7.0,Female,No,33.0,Manufacturing,High Net Worth,16.0
6312.289999999999,QLD,Australia,7.0,Male,No,69.0,Manufacturing,High Net Worth,9.0
6897.919999999999,NSW,Australia,9.0,Female,Yes,80.0,Financial Services,Mass Customer,7.0
3475.8999999999996,NSW,Australia,11.0,Male,No,88.0,Health,Mass Customer,9.0
89.70999999999998,NSW,Australia,4.0,Female,No,54.0,Manufacturing,High Net Worth,19.0
255.41000000000008,VIC,Australia,3.0,Female,No,32.0,Health,Mass Customer,13.0
3247.0800000000004,VIC,Australia,9.0,Female,Yes,59.0,Argiculture,Mass Customer,14.0
2785.04,VIC,Australia,5.0,Male,Yes,36.0,Manufacturing,Mass Customer,15.0
2700.8799999999997,VIC,Australia,7.0,Female,No,1.0,Financial Services,Mass Customer,11.0
239.35000000000014,NSW,Australia,9.0,Male,No,19.0,Health,High Net Worth,18.0
